ingr_descr_eng,foodex2_ingr_code,ingr_code
"Biscuits, glacés",A00AE#F04.A00CP,120200006
"Bread, chapati",A006Y,60301023
"Cream, not matured, UHT",A02ML#F28.A07HY,51001004
Baby corn canned,A00KP,20700005
"Tuna, fresh, stewed with olive oil and wine",A02DX#F04.A036P$F04.A03MT$F28.A07GM,80200055
"Coconut drink, milk imitate",A03TH#F04.A014K,50400001
Muesli with fruit and fiber,A00EJ#F04.A01MA$F09.A0EVR,60400028
"Cheese, gouda",A02VA,50800020
"Courgettes, fried in vegetable oil",A00JR#F04.A036N$F28.A07GS,20300027
Almonds paste,A0F0M#F27.A014D,40300047
Brandy,A03PE,140500012
"Minteral water, carbonated",A03DS,130500011
Rusk with olive oil,A006M#F04.A036P,180100002
"Squids, breaded, baked",A02JH#F28.A07GX,999900347
"Cow liver, raw",A01XG,70600017
"Simple cereals Nestlé, Cerelac yoghurt 8 cereals, >8 months, reconstituted with whole milk",A0BZE,999900245
"Infant cereals, milk-based ""Cocoa and biscuits, +12 months, Nutribén""",A03QZ#F04.A001M$F04.A032H$F04.A02PL$F04.A0ETM$F04.A009V$F04.A03HG$F04.A06VT$F09.A0EVF$F09.A0EVG,60601008
Cranberries,A01FH,40200040
"Cereals Nutribén, cocoa with  biscuits, +12 months, reconstituted with water",A0BZF,999900177
"Savoy cabbages, boiled",A00GB#F28.A07GL,20500004
Pesto,A044V,150203014
"Dried lentils, boiled",A013Q#F28.A07GL,30100027
"Meat imitates, burguer",A03TE#F28.A07KY,70700002
"Dried soybeans, raw",A0DCH,30100017
"Mackerel, boiled",A02CX#F28.A07GL,80200033
"Octopus, boiled",A02JE#F28.A07GL,80300017
Water based ice cream,A036J,51103003
Quail eggs,A031K,90000016
Dried apples,A01MC,40200013
"Lemon beer, alcohol-free",A03MG#F04.A01BY,130100008
"Blood-type sausage, boiled with added salt",A025S#F10.A0CJK$F28.A07GL,70500012
Mascarpone,A02QH,50800024
Candied nuts,A0F0L,40300046
Pig fresh meat,A01RG,70204020
"Liqueur, fruit",A03NT,140700020
"Iron, ampoule",A03SM#F04.A0EXD$F03.A06JL,200202505
Cakes,A00AN,999900346
"Mineral supplement, liquid",A03SM#F03.A06JL,200200201
Profiterole,A00AK,999900341
"Vitamin D3, ampoule",A03SL#F04.A0EXM$F03.A06JL,200201904
"Sauce, cocktail",A0F1M#F04.A044P$F04.A044G$F04.A03PF,150203012
"Shrimps, boiled, without added salt",A02GB#F10.A0CQE$F28.A07GL,80300020
"Magnesium, vitamin C and complex B vitamins, efervescent tabs",A03SN#F04.A0EXY$F04.A0EXX$F04.A0EXV$F04.A0EXT$F04.A0EXS$F04.A0EXR$F04.A0EXQ$F04.A0EXP$F04.A0EXN$F04.A0EXF$F03.A06JH,200202302
"Honey, sugar cane",A033Y,110200036
"Dessert, ""Quindim""",A04NS#F04.A0F6F$F04.A032H$F04.A014K,50900037
"Swordfish, grilled",A07Y0#F28.A07GZ,80200047
Leavened bread and similar,A005Q#F04.A025C$F28.A07MA,999900006
"Soya drink, milk imitate, with added sugar, salt and flavourings",A03TJ#F04.A047B$F04.A032H$F04.A042P,50400008
Fresh stuffed pasta,A007T,60200024
Plums and similar,A01GP,40200021
Figs,A01HG,40200066
Powdered base for pineapple drink,A03CG#F27.A01LP,130200001
"Herbal formulations and plant extracts, liquid",A03SS#F03.A06JL,200207502
"Cauliflowers, boiled",A00FR#F28.A07GL,20500013
"Calcium and vitamin D3, efervescent tabs",A03SN#F04.A0EXM$F04.A0EXH$F03.A06JH,200201703
"Conger, raw",A02AL,80200124
"Plums, Reine Claudes",A01GX,40200024
"Chocolate milk, light",A02MP#F04.A0EQD$F10.A0CRG,50200030
"Pig, loin, breaded",A01RG#F28.A07HK,70204053
"L-carnitine, tabs or capsules",A03SC#F03.A06JH,200204801
"""Burning Fat"", L-carnitine, tabs or capsules",A03SC#F03.A06JH,200209501
"Herbal formulations and plant extracts, tabs or capsules",A03SS#F03.A06JH,200207504
Custard/pudding,A02PX,50900012
"Pig, leg",A01RG#F02.A07XQ,70204018
"Ice cream, stick, ""Feast"" tipe, with chocolate and biscuit cover",A02QA#F04.A0EQD$F04.A009V,51101015
Pastry based on laminated dough,A00CC,120100038
"Vitamin D3, tabs or capsules",A03SL#F04.A0EXM$F03.A06JH,200201902
Sponge cake roll,A00BB,999900052
"Chocolate, tablet, like Lion",A034R#F04.A035A$F04.A0BYR$F04.A0ETP,110300028
"Jam, fig",A01MM#F04.A01HG,110200042
"Cheese, Manchego",A02ZR,50800049
Pumpkins,A00KH,20300018
Pargo bream,A029V#F01.A0QSR,80200099
"Broth, vegetables",A043J#F28.A07MQ,160100004
Bread with malt,A004X#F04.A002L,60301056
Foie gras,A026N,70500045
Mussel sauce,A044E,999900325
"Juice, beetroot",A03CM,130200048
"Gooseberries (green, red and yellow)",A0DSV,40200037
"Infant cereals, milk-based ""Growth, +6 months, Nutribén""",A03QZ#F04.A001D$F04.A001N$F04.A001K$F04.A000P$F04.A032H$F04.A02PL$F04.A06VT$F09.A0EXH$F09.A0EXG$F09.A0EXD$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXX$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR$F09.A0EXM$F09.A0EXP,60601004
"Cereals Nutribén, multicereals e honey, biscuits, +6 months, reconstituted with water",A0BZF,999900176
"Cereals Continente, pear, reconstituted with water",A0BZF,999900194
"Cereal bars, muesli",A00FA#F04.A00EJ,60400039
Cheese sauce,A043Y,999900003
"Omega-3 fatty acids, EPA and DHA, tabs or capsules",A03SX#F04.A0EVV$F03.A06JH,200209402
Casein,A02PR,50100001
"Asparagus, raw",A00RT,20900002
Tofu,A03TT,70700023
"Infant formula, Novalac Premium 1, Novalac, reconstituted",A03QF,999900058
"Juice, 100% fruit, apple",A039M,130200034
"Yogurt, spoonable, like ""duplomix crispy balls"", Continente",A02NH#F04.A0F4Q,50600037
"Biscuits, like Filipinos",A00AE#F04.A034M,120200002
"Chicken, with skin, grilled",A01SP#F20.A07QQ$F28.A07GZ,70302031
"Wheat flour, with baking yeast",A003Y#F04.A169T,60100007
"Salted cod, grilled",A0FCB#F28.A07MS$F28.A07GZ,80200020
Tangors,A01DF,40200052
"Rice cereal flakes, Integral",A00DS#F10.A06HR,60400044
"Chestnuts, baked",A014J#F28.A07GX,40300044
"Liqueur, Beirão",A03NV,140700018
"Fruit compote, apple",A01PF,110200039
"Fortified and liqueur wines ""Jeropiga""",A03NG,140300009
"Infant formula, based on protein hydrolysates, powder, lactose free",A03QD#F10.A0CQD,50502023
"Infant cereals, milk-based ""Bio banana, Holle""",A03QZ#F04.A001P$F04.A02PL$F04.A01MJ$F04.A0BSL$F09.A0EXH$F09.A0EXY$F09.A0EXZ$F09.A0EXM,60604012
"Probiotics formulation, drops",A0F3Y#F03.A06JL,200205702
"Chicken, leg with skin",A01SP#F02.A07XQ$F20.A07QQ,70302014
Custard/pudding,A02PX,50900030
Waffle,A00CQ,120100059
"Cereal flakes, maize, with honey",A0F4Q#F04.A033J$F27.A000S,60400046
Pig fresh meat,A01RG,70204005
"Juice, 100% fruit, tutti frutti",A03AP,130200042
"Chocolate, like Reese's",A034J#F04.A01BN,110300039
"Nectar, tropical",A03BL#F04.A01HD,130200018
"Chocolate, like Maltesers",A034R#F04.A02PJ$F04.A043N,110300022
Canned plum in concentrated sweet liquid-syrup,A01NT#F06.A06XY,40200083
"Juice, 100% fruit, apple and pear",A03AP#F27.A01DJ$F27.A01DP,130200036
"Candy, menthol",A034X#F04.A06SG,110400016
"Cereal flakes, ""Clusters"" type",A00EF#F04.A014D$F04.A014R,60400011
"Protein/Aminoacids supplements, tabs or capsules",A03SY#F03.A06JH,200204902
"Whey protein, tabs or capsules",A03SY#F04.A02PS$F03.A06JH,200206803
Fried pumpkin cake,A00CJ,999900334
"Cola beverages, decaffeinated",A03FP,130300022
"Meagre, boiled",A0FAZ#F28.A07GL,80200076
"Infant cereals, milk-based",A03QZ#F04.A02PL,60601001
Quail,A01TB,70400008
"Dairy desserts spoonable, ""Serradura""",A02PV#F04.A009V$F04.A02PG$F04.A02ML,50900035
"Tea beverage, lemongrass infusion",A03LG#F04.A00XR,130403013
"Infant formula, Nutribén hydrolised, Nutribén, reconstituted",A03QJ,999900119
"Simple cereals Nestlé, Cerelac yoghurt 8 cereals, >8 months, reconstituted with follow-on formula",A0BZE,999900243
Chestnut stuffing,A036B#F04.A0DYE$F28.A07MA,150100007
"Chicken, breast with skin",A01SP#F02.A07XS$F20.A07QQ,70302003
"Mushrooms, wild",A00TD,20600005
Punch,A03PS,140100003
"Liqueur, coffee",A03NY,140700004
"Meagre, raw",A0FAZ,80200075
"Sprouts, shoots and similar",A00SF,20900006
Orange peel,A01QE#F01.A05XR,40100002
Ling,A02CC,80200095
Pig fresh meat,A01RG,70204033
"""Queijada""",A00BX,120100053
"Nectar, fruits",A03BB,130200051
Wheat bread with soya,A005C,60301016
"Brewer's yeast, powder, sachet or granules",A03TB#F04.A03MB$F03.A06JD,200204702
Wheat germ,A004Q,60100043
Bee-produced formulations,A03SQ,170100003
"Chicken, whole",A01SP#F20.A07QL,70302010
Pig fresh meat,A01RG,70204002
"Infant formula, Satiety, reconstituted",A03QE,999900163
Oat bran,A003B,60400024
"Duck, meat",A01SR,70304003
"Beer, alcohol-free",A03MG,130100004
"Pita bread, white",A006S#F10.A07XK,60301041
Bovine stomach,A020V,70202019
"Simple cereals for bottle, reconstituted with follow-on formula",A0BZE,999900303
"Minteral water, carbonated, lime",A03DY#F04.A06QH$F28.A07JN,130500010
"Tea beverage, horsetail infusion",A03LG#F04.A0D5L,130403014
Breaded vegetable sticks,A0F3F#F28.A07GR$F28.A07HK,20100004
"Infant cereals, non milk-based, ""Biscuits, Continente""",A03QY#F04.A03RA,60602020
"Jam, apricots",A01NA,110200014
"Veal liver, grilled",A01XH#F28.A07GZ,70600023
"Mushroom, fried in vegetable oil",A0ETG#F04.A036N$F28.A07GS,20600006
"Infant formula, milk-based, powder, fortified with special fatty acids",A03QA#F09.A0EVS,50501006
Human transitional milk,A02MJ#F23.A07TH,50200013
"Follow-on formula, Enfalac Premium with LIPIL DHA 2, Enfalac, reconstituted",A03QR,999900075
"Pig, leg, low fat, stewed with olive oil and pork lard",A01RG#F02.A07XQ$F04.A036P$F04.A037V$F10.A077C$F28.A07GM,70204070
"Cereal bars, ""Fitness"" type",A00EZ,60400038
"Portuguese cheese, ""Azeitão""",A02RJ#F27.A02MC,50800030
"Cappuccino, powder, decaffeinated",A0F2E#F10.A0CQH,130404013
Candy,A034X,110400011
Custard,A02PX,999900033
Sardine,A02DB,80200037
Lemon meringue pie,A00BZ#F04.A01BY$F04.A00CP,999900323
"Lobster, raw",A02FV,80300010
Murex,A02GX,80300025
"Lollipop, without sugar",A034X#F10.A077L,110400013
Coriander seed,A018D,150400016
"Infant cereals, milk-based ""Cerelac 5 fruits, +6 months, Nestlé""",A03QZ#F04.A001N$F04.A02PL$F04.A06VT$F04.A0BSL$F04.A01QF$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXY$F09.A0EXT$F09.A0EXZ$F09.A0EXS$F09.A0EXK$F09.A0EXQ$F09.A0EXR$F09.A0EXM$F09.A0EXH$F09.A0EXD$F09.A0EXA$F09.A0EXE,60601010
Pastry based on laminated dough,A00CC,120100005
Pudding powedered reconstituted with semi-skimmed milk,A02PV#F04.A02LZ$F28.A07MR,50900017
"Follow-on formula, milk-based, powder",A03QL,50501046
"Yoghurt, organic production",A02NG#F21.A07SE,50600028
"Burger, fish",A026V#F28.A07KY,80400013
Pastry based on laminated dough with beans,A00CC#F04.A012S,120100046
Carob flour,A01HY#F03.A06JD$F28.A07LA,60100020
"Brewer's yeast, n.e.",A03TB#F04.A03MB,200204701
"Witloofs, raw",A00NE,20200003
"Simple cereals Nestlé, Cerelac, >6 months, reconstituted with whole milk",A0BZE,999900242
"Potato croquettes, raw",A00ZT#F28.A0C6N$F28.A07GR$F28.A07HK,10100005
"Cod liver oil, soft capsule",A03SV#F04.A038Q$F03.A0CED,200204101
"Pig, chop, half fat, stewed with olive oil and margarine",A01RG#F04.A036P$F04.A0F1G$F10.A077B$F28.A07GM,70204043
"Radishes, red",A00QV#F10.A0F2S,20400009
"Éclair, covered with chocolate, filled with cream",A00AH#F04.A02MM$F28.A07HP$F28.A07MA,120100034
"Goat, meat",A01RL,70207001
"Vitamins, minerals and omega-3 fatty acids, tabs or capsules",A03TC#F04.A0EVG$F04.A0EVF$F04.A0EVV$F03.A06JH,200204402
"Protein/Aminoacids supplements, Glucosamine Chondroitine, powder, sachet or granules",A03SV#F03.A06JD,200207101
"Pig, leg, low fat, stewed",A01RG#F02.A07XQ$F10.A077C$F28.A07GM,70204068
"Meal replacements for weight reduction, bar",A03RV#F03.A06JJ,170302002
"Meal replacements for weight reduction, milk-shake",A03RV#F03.A06JL,170302004
"Mayonnaise sauce, with yoghurt",A044X#F04.A02NG,150203007
"Magnesium, vitamin C and complex B vitamins, tabs or capsules",A03SN#F04.A0EXY$F04.A0EXX$F04.A0EXV$F04.A0EXT$F04.A0EXS$F04.A0EXR$F04.A0EXQ$F04.A0EXP$F04.A0EXN$F04.A0EXF$F03.A06JH,200202301
Doughnuts-berliner,A00BR,120100003
Goat cheese curd,A0CRN#F27.A02MB,50700015
"Meal replacements, powder",A03RV#F03.A06JD,170302005
Escaroles,A00LE,20200005
"Soft drink, orange, with gas",A03EL#F28.A07JN,130300038
"Peanuts, like Conguitos",A015H#F28.A07HP,110400027
Leafy vegetables,A00KR,20200001
Dried vine fruits (raisins etc.) with Peanuts,A01ME#F04.A015H,40100006
"Root and tuber vegetables (excluding starchy- and sugar-), raw",A00ZS,20400001
"Magnesium, efervescent tabs",A03SM#F04.A0EXF$F03.A06JH,200202004
Confectionery including chocolate,A034S,110400001
"Potatoes, boiled",A00ZT#F28.A07GL,10200004
"Pork, greaves",A0EYN#F27.A01VA$F28.A07GS,70204036
"Blood-type sausage, grilled",A025S#F10.A0CQE$F28.A07GZ,70500055
"Wheat bread, roll",A004Y,60301011
Dates,A01HF,40200064
"Nectar, orange and passion fruit",A03BL#F04.A0DZB$F04.A01KC,130200010
"Squids, breaded",A02JJ,80300033
"Magnesium and vitamin B6, ampoule",A03TC#F04.A03SY$F04.A0EXS$F04.A0EXF$F03.A06JL,200202201
Table olives pate,A0F3F#F27.A01BP,40400005
"Yoghurt drink, lactose free",A02NQ#F10.A0CQD,50600035
Pig fresh meat,A01RG,70204021
Pancakes,A00CL,999900351
"Liqueur, bitter almonds",A03NT#F04.A014E,140700002
Mixed dried fruits with tree nuts,A01QF#F04.A014C,40100003
"Dried garden peas, boiled",A013J#F28.A07GL,30100023
Quark,A02QK,50700004
Sparkling wine,A03MZ#F10.A0CQM,140200011
Cheesecake,A00AR,120100017
Cakes,A00AN#F04.A044L,999900024
"Chicken heart, raw",A022B#F02.A06AC,70600034
Dried pasta,A007L,60200037
"Non-fermented tea, infusion",A03LD,130402005
Dentex,A0FAX#F01.A08DJ,80200062
Citrus fruits,A01BT,40200045
Quark skimmed,A02QK#F10.A077H,50700006
"Popcorn, salted",A00DC#F04.A042P,180100011
"Nectar, light, pineapple and coconut",A03BL#F04.A01LP$F04.A014K$F10.A0CRG,130200020
Wheat flour white,A003Y,60100008
"Calf, chop, fried",A01QY#F28.A07GS,70203010
Chorizo and similar,A025C,70500059
"Probiotics formulation, powder, sachet or granules",A0F3Y#F03.A06JD,200205703
"Bread, gluten free",A005R,60301035
"Gluten free bread, white",A005S,60301036
Coffee imitate beverages,A03KL,130404007
"Lamb, chop or leg, boiled",A01RK#F28.A07GL,70205021
"Cheese, lactose free",A02QE#F10.A0CQD,50800048
"Follow-on formula, Regular, Transition, reconstituted",A03QQ,999900068
"Mackerel, grilled",A02CN#F28.A07GZ,80200074
"Portguese sausage ""Farinheira"", boiled",A025H#F04.A003X$F04.A01VA$F28.A07JV$F28.A07GL,70500052
"Cured pork fat, boiled",A01VA#F10.A0B8M$F28.A07GL,70204065
"Cereals Nestlé, Cerelac pear, >6 months, reconstituted with water",A0BZF,999900181
"Cereals Milfarin, Milfarin, >6 months, reconstituted with water",A0BZF,999900191
"Duck, breast",A01SR#F02.A07XS,70304006
"Mixed vegetables, frozen",A00ZA#F26.A07XD$F28.A07KQ,20100008
"Celeries, raw",A00RY,20900005
Canned sardine,A0FBZ,80100008
"Juice, 100% fruit, apple and carrot",A03DC,130200035
Sweet cream dessert,A02PV#F04.A02ML,50900029
Cakes,A00AN#F04.A019T$F04.A0C6A,999900025
"Cow, ox or bull fresh meat",A01QX,70202006
"Infant formula, Aptamil HA 1, Aptamil, reconstituted",A03QF,999900098
"Protein/Aminoacids supplements, Glucosamine, tabs or capsules",A03SV#F03.A06JH,200206902
"Infant cereals, non milk-based, ""Rice cream, +4 months, Nutribén""",A03QY#F27.A001D$F04.A0BSL$F04.A06VT$F09.A0EXH$F09.A0EXG$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR$F09.A0EXM,60602004
"Follow-on formula, Enfalac O-Lac, Enfalac, reconstituted",A03QF,999900161
"Cuttlefish, grilled",A02JA#F28.A07GZ,80300009
"Mayonnaise sauce, homemade, with olive oil",A044X#F04.A036P,150203005
"Infant cereals, milk-based ""Pears, 4-36 months, Bledina""",A03QZ#F04.A001M$F04.A001D$F04.A000G$F04.A000P$F04.A000T$F04.A001K$F04.A02PL$F04.A06VT$F04.A0BSL$F04.A01MH$F04.A019V$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXZ$F09.A0EXY$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXK$F09.A0EXR$F09.A0EXP$F09.A0EXD,60601017
Mullet,A02AD,80200036
"Sweetener, stevia, powder",A046Y#F03.A06JD,170301008
"Protein/Aminoacids supplements, Glucosamine, powder, sachet or granules",A03SV#F03.A06JD,200206901
"Cow milk, easy to digest, lactose reduced, enriched with fiber, vitamins and antioxidants",A02LV#F09.A0EVR$F09.A0EVG$F09.A0EVM$F10.A0B8N,50200017
"Flounder, grilled",A02BF#F28.A07GZ,80200129
"Pig, loin, fried with margarine",A01RG#F04.A0F1G$F28.A07GS,70204056
"Wheat cereal flakes with figs, ""Nestum"" type",A00EF#F04.A01MG,60400018
"Silver scabbardfish, grilled",A0FBG#F01.A09QT$F28.A07GZ,80200105
"Canned mackerel, in olive oil, fillets",A0FBV#F03.A06HZ$F06.A06XK$F27.A02CX,80100006
Liquorice candies,A035J,110400005
"Fish, small",A026V#F10.A16YC,80200002
Filled chocolate,A034Q,110300017
"Infant cereals, milk-based ""Cerelac apple, +6 months, Nestlé""",A03QZ#F04.A001N$F04.A02PL$F04.A06VT$F04.A0BSL$F04.A01MC$F04.A06KB$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXY$F09.A0EXT$F09.A0EXZ$F09.A0EXS$F09.A0EXK$F09.A0EXQ$F09.A0EXR$F09.A0EXM$F09.A0EXH$F09.A0EXD$F09.A0EXA$F09.A0EXE,60601011
"Fatty acids, omega 3 and omega 6, tabs or capsules",A03SX#F04.A0EVV$F04.A0EVT$F03.A06JH,200207602
"Éclair, chocolate",A00AH#F04.A0EQD,120100035
"Water, non-carbonated, flavoured, sweetened with sucrose",A03DY#F08.A032G,130500020
Turbot,A02BG,80200138
Fennel,A00XL,150400021
Macadamias,A014M,40300048
"Coconut, dried, grated",A0F0N#F27.A014K$F28.A07KZ,40300019
"Cereals Pingo Doce, multifruits, reconstituted with water",A0BZF,999900197
"Simple cereals Nestlé, Cerelac ""1ª Papa"" maize and rice, >4 months, reconstituted with follow-on formula",A0BZE,999900228
"Black eyed peas, raw",A013N,30100002
Salad dressing,A045K,150203002
"Onions, parsley and olive oil sauce",A045K,999900331
"Herbal formulations and plant extracts, n.e.",A03SS,200207501
Pumpernickel,A005J,60301018
"Protein/Aminoacids supplements, soft capsules",A03SY#F03.A0CED,200204903
Hemp seeds,A016B,40300050
"Imitation yoghurt, non soy",A03TZ,50400012
Lamb fresh meat,A01RK,70205001
Meringue,A00CP,120100042
"Omega-3 fatty acids, EPA and DHA, soft capsule",A03SX#F04.A0EVV$F03.A0CED,200209403
"""Queijada"", cottage cheese",A00BX#F04.A02QG,120100056
"Omega-3 fatty acids, tabs or capsules",A03SX#F04.A0EVV$F03.A06JH,200204302
"Sheep, meat",A01RJ,70205012
"Various pastry, ""Fartura""",A00AL#F28.A07GV,120100036
"Simple cereals Nestlé, Cerelac yoghurt apple pear, >8 months, reconstituted with whole milk",A0BZE,999900248
"Simple cereals Nestlé, Cerelac yoghurt Strawberry Banana, >8 months, reconstituted with whole milk",A0BZE,999900251
"Atlantic mackerel, boiled",A02DT#F28.A07GL,80200127
"Pig, chop, half fat, stewed with vegetable oil and pork lard",A01RG#F04.A036N$F04.A037V$F10.A077B$F28.A07GM,70204040
"Imitation cream, soya",A03TR#F04.A012F,51002002
"Simple cereals Nestlé, Cerelac 8 cereals and honey, >6 months, reconstituted with follow-on formula",A0BZE,999900234
"Silver scabbardfish, fried",A0FBG#F01.A09QT$F28.A07GS,80200106
"Alcoholic drink, ""Água-pé""",A03NC#F10.A06HT,140200021
"Swordfish, raw",A07Y0,80200046
"Nectar, apricot",A03BC,130200003
"Atlantic mackerel, griled",A02DT#F28.A07GZ,80200128
"Pig liver, fried, without sauce",A01XJ#F28.A07GS,70600021
"Sheep, shoulder, roasted without sauce",A01RJ#F28.A07GY,70205033
"Lupins, boiled",A012N#F10.A0CQE$F28.A07GL,30100018
"Simple cereals for bottle, reconstituted with whole milk",A0BZE,999900305
Rum,A03PJ,140500008
"Biscuits, carob",A009X#F04.A01HY,120200048
Fruit pudding,A02PV#F04.A04RK,50900019
"Ice cream, wafer cone",A02QA#F04.A009X,51101018
"Mayonnaise sauce, homemade, with soybean oil",A044X#F04.A015P$F22.A07SS,150203006
"Guarana, tabs or capsules",A03SS#F04.A01GB$F03.A06JH,200206001
"Eels, fried",A028G#F28.A07GS,80200023
"Sheep, chop",A01RJ#F20.A07QL,70205013
"Infant cereals, milk-based ""Miscellaneous fruits, 6-36 months, Bledina""",A03QZ#F04.A001M$F04.A001D$F04.A02PL$F04.A06VT$F04.A032H$F04.A0BSL$F04.A019T$F04.A01MJ$F04.A01MC$F04.A01MH$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXZ$F09.A0EXY$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXK$F09.A0EXR$F09.A0EXP$F09.A0EXD$F09.A0EXA,60601016
"Infant cereals, milk-based ""Pears and apples, 6-36 months, Bledina""",A03QZ#F04.A001D$F04.A000G$F04.A000P$F04.A000T$F04.A001K$F04.A02PL$F04.A06VT$F04.A0BSL$F04.A01MH$F04.A019V$F04.A01MC$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXZ$F09.A0EXY$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXK$F09.A0EXR$F09.A0EXP$F09.A0EXD,60601018
Cod roe,A02EP,80400006
"Pig, loin, fried with butter",A01RG#F04.A039C$F28.A07GS,70204055
Muffin,A00BC,120100040
"Multivitamins, minerals and coenzyme Q10, tabs or capsules",A03TC#F04.A03SZ$F04.A0EVG$F04.A0EVF$F03.A06JH,200203501
"Vitamin B12, cyanocobalamin, tabs or capsules",A03SL#F04.A0EXP$F03.A06JH,200200501
"Sardine, half fat, grilled",A02DB#F10.A077B$F28.A07GZ,80200042
"Bread, crust",A0BY0#F20.A0F1K,60301039
"Dairy desserts spoonable, ""Farófias""",A02PY#F04.A0F6G$F04.A002R,50900028
"Soft drink, lemon, with gas",A03EA#F04.A01BY$F10.A06HS,130300018
Cider,A03ND,140200015
Snails,A02LK,80300004
"Portuguese sheep cheese, ""Beira Baixa""",A02RJ#F27.A02MB$F27.A02MC,50800043
"Rabbit, stewed with margarine",A01RQ#F04.A0F1G$F28.A07GM,70208007
"Creatine, powder, sachet or granules",A0F4P#F03.A06JD,200207701
"Protein/Aminoacids supplements, powder, sachet or granules",A03SY#F03.A06JD,200204901
"Fish oil, tabs or capsules",A03SX#F04.A038M$F03.A06JH,200203902
"Lavender, dry",A017E,150400030
"Veal liver, fried with lard and margarine",A01XH#F04.A037V$F04.A039C$F28.A07GS,70600024
"Chorizo, pork meat, lean, grilled with added salt",A025C#F04.A042P$F10.A077C$F28.A07GZ,70500009
Animal other slaughtering products,A01ZK,70600001
"Biscuits, peanuts",A009X#F04.A015H,120200050
Hake roe,A02EM#F01.A050Q,80400005
Port,A03NL,140300013
Bamboo shoots,A00RV,20900004
Sugar cotton,A035G,110400002
"Juice, 100% fruit, peach",A03AB,130200037
"Goatling, breast, stewed",A01RL#F02.A07XS$F28.A07GM,70207006
"Iodine, potassium iodide, drops",A03SM#F04.A0EXJ$F04.A0EXA$F03.A06JL,200206403
"Aubergines, grillied in olive oil",A00JD#F04.A036P$F28.A07GZ,20300015
"Multivitamins, minerals, inulin and prebiotic, tabs or capsules",A03TC#F04.A0EZE$F04.A0EVG$F04.A16FP$F03.A06JH,200205801
"Cheese, gruyere",A02YP,50800022
Apple pie with cream,A00BZ#F04.A01DJ,999900050
"Goatling, leg, roasted",A01RL#F02.A07XQ$F28.A07GY,70207013
Scallop,A02HN,80300022
Sponge cake with raisins,A00AQ,999900332
"Follow-on formula, milk-based, powder",A03QL,50501016
"Cow, loin, low fat, roasted with olive oil and margarine",A01QX#F04.A036P$F04.A0F1G$F10.A077C$F28.A07GY,70202050
Barnacle,A02FK,80300030
"Vitamin D3, soft capsules",A03SL#F04.A0EXM$F03.A0CED,200201903
"Chestnuts, boiled",A014J#F28.A07GL,40300042
"Tuna, fresh, grilled",A02DX#F28.A07GZ,80200054
"Complex B vitamins, liquid",A03SL#F04.A0EXY$F04.A0EXX$F04.A0EXV$F04.A0EXT$F04.A0EXS$F04.A0EXR$F04.A0EXQ$F04.A0EXP$F03.A06JL,200203701
Bread and rolls with special ingredients added,A005K,120100067
"Pig, rib, stewed with olive oil and pork lard",A01RG#F04.A036P$F04.A037V$F28.A07GM,70204061
"Doughnut, covered with chocolate",A00BR#F28.A07HP,120100026
Dried cherries,A01MA#F27.A01GK,40200084
"Sauce, guacamole",A043V#F04.A01LB,150203011
Tortilla,A006V,60301025
"Pig liver, fried with margarine and lard",A01XJ#F04.A0F1G$F04.A037V$F28.A07GS,70600020
"Infant cereals, non milk-based, ""First pap, 4-36 months, Bledina""",A03QY#F27.A001D$F27.A000T$F08.A032H$F04.A047E$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXZ$F09.A0EXY$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXK$F09.A0EXR$F09.A0EXP$F09.A0EXD$F09.A0EXA,60602019
"Cow, steak, average value of chuck, rump and sirloin fried with butter",A01QX#F04.A039C$F28.A07GS,70202046
Calf fresh meat,A01QY,70203007
Hard cheese,A02ST,50800003
"Tofu, fried with olive oil",A03TT#F04.A036P$F28.A07GR,70700025
"Hypercaloric supplement, syrup",A03SE#F03.A06JL,200208801
Tomato ketchup and related sauces,A044P,999900009
"Follow-on formula, Enfalac Premium 3, Enfalac, reconstituted",A03QR,999900091
